,0
528,9430008C03Rik
529,Dhx35
530,Fam83d
531,Mybl2
532,Sdc4
533,Pigt
534,Zswim1
535,Zswim3
536,Acot8
537,Pltp
538,Zfp335
539,2810408M09Rik
540,Znfx1
541,Ptgis
542,B4galt5
543,Slc9a8
544,Spata2
545,Snai1
546,Tmem189
547,Pard6b
548,Sall4
549,Pfdn4
550,Rbm38
551,Ppp4r1l-ps
552,Npepl1
553,Lsm14b
554,Ss18l1
555,Mtg2
556,Adrm1
557,Cables2
558,Rps21
559,Slco4a1
560,Mrgbp
561,Nkain4
562,Kcnq2
563,Ppdpf
564,Zgpat
565,Lime1
566,Uckl1
567,Oprl1
568,Slc33a1
569,Gria2
570,Fstl5
571,Dclre1b
572,Tspan2
573,Capza1
574,Cdc14a
575,Emcn
576,Mrps28
577,Gm9833
578,Pag1
579,Fndc3b
580,Phc3
581,Usp13
582,Dnajc19
583,Dcun1d1
584,Spata5
585,Fat4
586,Intu
587,Sclt1
588,Ccrn4l
589,Foxo1
590,Maml3
591,Lhfp
592,Frem2
593,Wwtr1
594,Selt
595,Plch1
596,Mme
597,Kcnab1
598,Shox2
599,Ift80
600,Ppm1l
601,Bche
602,Fnip2
603,Pdgfc
604,Pet112
605,Sh3d19
606,Dclk2
607,Kirrel
608,Gon4l
609,Rprd2
610,Ptgfrn
611,Trim45
612,Rsbn1
613,Magi3
614,Rap1a
615,Lrif1
616,Clcc1
617,Vav3
618,Col11a1
619,Dbt
620,Agl
621,Snx7
622,Bcar3
623,Sec24d
624,Prss12
625,Camk2d
626,Pla2g12a
627,Tbck
628,Nfkb1
629,Trmt10a
630,Bmpr1b
631,Ccbl2
632,Hs2st1
633,Ssx2ip
634,Fam73a
635,St6galnac3
636,Hey1
637,Zbtb10
638,Snx16
639,1810022K09Rik
640,Car2
641,4632415L05Rik
642,Hps3
643,Hltf
644,Eif5a2
645,Mecom.1
646,Mynn
647,Cldn11
648,Mrpl47
649,Sox2
650,D3Ertd254e
651,Bbs7
652,Bbs12
653,Mfsd8
654,Pgrmc2
655,Jade1
656,D3Ertd751e
657,Pcdh10
658,Pabpc4l
659,Rab33b
660,Ndufc1
661,Setd7
662,Alg5
663,Rfxap
664,Siah2
665,Igsf10
666,Mlf1
667,Pdcd10
668,Rapgef2
669,4930579G24Rik
670,Map9
671,Fhdc1
672,Mab21l2
673,Cd1d1
674,Etv3
675,Mrpl24
676,Rrnad1
677,Prcc
678,Gpatch4
679,Mef2d
680,Iqgap3
681,Lamtor2
682,5830417I10Rik
683,1500004A13Rik
684,Clk2
685,Trim46
686,Thbs3
687,Hcn3
688,Adam15
689,Slc50a1
690,Efna3
691,Efna4
692,Flad1
693,Pbxip1
694,Adar
695,Atp8b2
696,Crtc2
697,Rab13
698,Dennd4b
699,Gatad2b
700,Slc27a3
701,Them4
702,Celf3
703,Rfx5
704,Pi4kb
705,Scnm1
706,Pip5k1a
707,Gabpb2
