,0
981,Lphn2
982,Zfp229
983,Rps18
984,Foxk1
985,Plk2
986,Dhx36
987,Gtf2i
988,Mmp14
989,Il10rb
990,D17Wsu92e
991,Zfp62
992,Fam114a1
993,Aebp2
994,Zfp787
995,Tlk1
996,Gtf2ird1
997,Brf1
998,Daam2
999,Surf4
